Amanita	SH380322.07FU	SH104846.07FU	SH053318.07FU	SH015084.07FU	-18.766947|46.869107	58.595272|25.013607	37.09024|-95.712891	49.817492|15.472962	-40.900557|174.885971	53.41291|-8.24389	41.902916|12.453389
Amanita	SH387032.07FU	SH107707.07FU	SH055454.07FU	SH016768.07FU	37.09024|-95.712891, 37.09024|-95.712891	23.634501|-102.552784	35.907757|127.766922	37.09024|-95.712891	42.602636|20.902977	42.733883|25.48583	31.046051|34.851612
Amanita	SH387051.07FU	SH107706.07FU	SH055454.07FU	SH016768.07FU	37.09024|-95.712891, 37.09024|-95.712891	36.204824|138.252924	32.427908|53.688046	58.595272|25.013607	-0.803689|11.609444	35.86166|104.195397	31.354676|34.308825
Amanita	SH387033.07FU	SH107706.07FU	SH055454.07FU	SH016768.07FU	37.09024|-95.712891, 37.09024|-95.712891, 23.634501|-102.552784	37.09024|-95.712891	36.204824|138.252924	37.09024|-95.712891	15.179384|39.782334	33.93911|67.709953	41.608635|21.745275
Amanita	SH387031.07FU	SH107708.07FU	SH055457.07FU	SH016768.07FU	37.09024|-95.712891, 37.09024|-95.712891, 37.09024|-95.712891	4.860416|-58.93018	37.09024|-95.712891	58.595272|25.013607	17.607789|8.081666	42.546245|1.601554	31.046051|34.851612
Amanita	SH387040.07FU	SH107713.07FU	SH055454.07FU	SH016768.07FU	9.748917|-83.753428	23.634501|-102.552784	-25.274398|133.775136	58.595272|25.013607	23.885942|45.079162	-32.522779|-55.765835	41.377491|64.585262
Amanita	SH387076.07FU	SH107726.07FU	SH055467.07FU	SH016772.07FU	-13.133897|27.849332	35.86166|104.195397	37.09024|-95.712891	41.87194|12.56738	42.733883|25.48583	30.375321|69.345116	46.227638|2.213749
Amanita	SH387072.07FU	SH107714.07FU	SH055460.07FU	SH016772.07FU	9.30769|2.315834	15.870032|100.992541	37.09024|-95.712891	-25.274398|133.775136	13.443182|-15.310139	43.750298|7.412841	4.570868|-74.297333
Amanita	SH389989.07FU	SH109012.07FU	SH056429.07FU	SH017571.07FU	-25.274398|133.775136	-3.373056|29.918886	37.09024|-95.712891	37.09024|-95.712891	-0.228021|15.827659	60.128161|18.643501	46.818188|8.227512
Amanita	SH389991.07FU	SH109014.07FU	SH056431.07FU	SH017571.07FU	-25.274398|133.775136	4.860416|-58.93018	35.86166|104.195397	37.09024|-95.712891	21.512583|55.923255	19.513469|-80.566956	11.803749|-15.180413
Amanita	SH389992.07FU	SH109015.07FU	SH056432.07FU	SH017571.07FU	-25.274398|133.775136	58.595272|25.013607	35.907757|127.766922	35.86166|104.195397	15.179384|39.782334	6.428055|-9.429499	17.570692|-3.996166
Amanita	SH320441.07FU	SH082309.07FU	SH038018.07FU	SH003267.07FU	37.09024|-95.712891	37.09024|-95.712891	32.427908|53.688046	36.204824|138.252924	33.854721|35.862285	8.619543|0.824782	71.706936|-42.604303
Amanita	SH320443.07FU	SH082309.07FU	SH038018.07FU	SH003267.07FU	4.570868|-74.297333	35.86166|104.195397	15.870032|100.992541	58.595272|25.013607	-13.133897|27.849332	43.94236|12.457777	18.220833|-66.590149
Amanita	SH320444.07FU	SH082309.07FU	SH038018.07FU	SH003267.07FU	4.570868|-74.297333	55.378051|-3.435973	41.87194|12.56738	14.058324|108.277199	47.162494|19.503304	41.377491|64.585262	61.52401|105.318756
Amanita	SH320445.07FU	SH082309.07FU	SH038018.07FU	SH003267.07FU	4.570868|-74.297333	36.204824|138.252924	51.165691|10.451526	-18.766947|46.869107	13.444304|144.793731	12.565679|104.990963	47.162494|19.503304
Amanita	SH320446.07FU	SH082315.07FU	SH038018.07FU	SH003267.07FU	51.165691|10.451526	36.204824|138.252924	-1.831239|-78.183406	36.204824|138.252924	19.513469|-80.566956	8.619543|0.824782	-18.766947|46.869107
Amanita	SH320452.07FU	SH082315.07FU	SH038018.07FU	SH003267.07FU	51.165691|10.451526	15.870032|100.992541	35.86166|104.195397	-18.766947|46.869107	33.854721|35.862285	46.818188|8.227512	-3.370417|-168.734039
Amanita	SH320427.07FU	SH082317.07FU	SH038018.07FU	SH003267.07FU	56.26392|9.501785	37.09024|-95.712891	36.204824|138.252924	56.130366|-106.346771	-4.679574|55.491977	12.879721|121.774017	28.033886|1.659626
Amanita	SH393859.07FU	SH110801.07FU	SH057730.07FU	SH018632.07FU	40.463667|-3.74922	36.204824|138.252924	37.09024|-95.712891	23.634501|-102.552784	-20.904305|165.618042	1.352083|103.819836	23.634501|-102.552784
Amanita	SH393860.07FU	SH110801.07FU	SH057730.07FU	SH018632.07FU	40.463667|-3.74922	37.09024|-95.712891	23.634501|-102.552784	36.204824|138.252924	53.709807|27.953389	-17.679742|-149.406843	48.379433|31.16558
Amanita	SH371413.07FU	SH101630.07FU	SH051098.07FU	SH013401.07FU	35.86166|104.195397	60.472024|8.468946	36.204824|138.252924	61.92411|25.748151	18.220833|-66.590149	6.428055|-9.429499	18.735693|-70.162651
Amanita	SH371409.07FU	SH101630.07FU	SH051098.07FU	SH013401.07FU	35.907757|127.766922	35.86166|104.195397	56.130366|-106.346771	37.09024|-95.712891	47.166|9.555373	54.236107|-4.548056	42.546245|1.601554
Amanita	SH371418.07FU	SH101645.07FU	SH051098.07FU	SH013401.07FU	35.907757|127.766922	51.165691|10.451526	35.86166|104.195397	37.09024|-95.712891	23.424076|53.847818	0.18636|6.613081	51.919438|19.145136
Amanita	SH371377.07FU	SH101630.07FU	SH051098.07FU	SH013401.07FU	36.204824|138.252924, 35.86166|104.195397	58.595272|25.013607	51.919438|19.145136	56.130366|-106.346771	21.694025|-71.797928	-1.831239|-78.183406	22.396428|114.109497
Amanita	SH411474.07FU	SH118436.07FU	SH063267.07FU	SH023134.07FU	4.860416|-58.93018	71.706936|-42.604303	37.09024|-95.712891	56.26392|9.501785	8.460555|-11.779889	-0.023559|37.906193	15.783471|-90.230759
Amanita	SH411491.07FU	SH118436.07FU	SH063267.07FU	SH023134.07FU	4.860416|-58.93018	35.86166|104.195397	15.870032|100.992541	-1.831239|-78.183406	36.204824|138.252924	-1.831239|-78.183406	8.619543|0.824782
Amanita	SH411495.07FU	SH118436.07FU	SH063267.07FU	SH023134.07FU	4.860416|-58.93018	35.86166|104.195397	-18.766947|46.869107	-25.274398|133.775136	42.708678|19.37439	3.919305|-56.027783	49.214439|-2.13125
Amanita	SH411497.07FU	SH118451.07FU	SH063267.07FU	SH023134.07FU	4.860416|-58.93018	56.130366|-106.346771	36.204824|138.252924	35.86166|104.195397	45.943161|24.96676	22.198745|113.543873	-13.768752|-177.156097
Amanita	SH411498.07FU	SH118436.07FU	SH063267.07FU	SH023134.07FU	4.860416|-58.93018	60.472024|8.468946	56.130366|-106.346771	35.86166|104.195397	7.539989|-5.54708	-21.236736|-159.777671	38.861034|71.276093
Amanita	SH432843.07FU	SH127788.07FU	SH070056.07FU	SH028743.07FU	-25.274398|133.775136	36.204824|138.252924	51.165691|10.451526	36.204824|138.252924	41.902916|12.453389	21.694025|-71.797928	53.709807|27.953389
Amanita	SH432844.07FU	SH127789.07FU	SH070057.07FU	SH028743.07FU	-25.274398|133.775136	58.595272|25.013607	35.907757|127.766922	58.595272|25.013607	-9.189967|-75.015152	1.650801|10.267895	43.94236|12.457777
Amanita	SH371380.07FU	SH101625.07FU	SH051099.07FU	SH013402.07FU	37.09024|-95.712891	-25.274398|133.775136	36.204824|138.252924	36.204824|138.252924	46.151241|14.995463	9.145|40.489673	31.952162|35.233154
Amanita	SH371417.07FU	SH101625.07FU	SH051099.07FU	SH013402.07FU	56.130366|-106.346771	56.130366|-106.346771	51.919438|19.145136	61.92411|25.748151	-11.202692|17.873887	61.892635|-6.911806	28.394857|84.124008
Amanita	SH371381.07FU	SH101625.07FU	SH051099.07FU	SH013402.07FU	56.130366|-106.346771, 37.09024|-95.712891, 56.130366|-106.346771	4.210484|101.975766	15.870032|100.992541	51.165691|10.451526	-16.578193|179.414413	3.933889|-53.125782	36.204824|138.252924
Amanita	SH371397.07FU	SH101634.07FU	SH051106.07FU	SH013409.07FU	23.69781|120.960515	37.09024|-95.712891	37.09024|-95.712891	-30.559482|22.937506	33.886917|9.537499	44.016521|21.005859	41.377491|64.585262
Amanita	SH371389.07FU	SH101634.07FU	SH051106.07FU	SH013409.07FU	35.86166|104.195397	30.375321|69.345116	36.204824|138.252924	37.09024|-95.712891	12.865416|-85.207229	47.162494|19.503304	-4.038333|21.758664
Amanita	SH320415.07FU	SH082310.07FU	SH038023.07FU	SH003271.07FU	35.86166|104.195397	35.86166|104.195397	36.204824|138.252924	51.919438|19.145136	-12.8275|45.166244	33.223191|43.679291	12.865416|-85.207229
Amanita	SH320594.07FU	SH082344.07FU	SH038023.07FU	SH003271.07FU	35.86166|104.195397	58.595272|25.013607	9.30769|2.315834	58.595272|25.013607	-13.759029|-172.104629	45.1|15.2	46.151241|14.995463
Amanita	SH320460.07FU	SH082313.07FU	SH038026.07FU	SH003273.07FU	36.204824|138.252924	56.26392|9.501785	61.92411|25.748151	56.130366|-106.346771	32.427908|53.688046	7.425554|150.550812	-18.766947|46.869107
Amanita	SH320461.07FU	SH082313.07FU	SH038026.07FU	SH003273.07FU	36.204824|138.252924	37.09024|-95.712891	56.130366|-106.346771	37.09024|-95.712891	18.220554|-63.068615	44.016521|21.005859	4.860416|-58.93018
Amanita	SH320467.07FU	SH082313.07FU	SH038026.07FU	SH003273.07FU	36.204824|138.252924	58.595272|25.013607	58.595272|25.013607	23.634501|-102.552784	15.414999|-61.370976	42.315407|43.356892	3.933889|-53.125782
Amanita	SH362067.07FU	SH097652.07FU	SH048288.07FU	SH011125.07FU	37.09024|-95.712891	35.86166|104.195397	-19.015438|29.154857	36.204824|138.252924	48.669026|19.699024	13.444304|144.793731	7.131474|171.184478
Amanita	SH362068.07FU	SH097652.07FU	SH048288.07FU	SH011125.07FU	37.09024|-95.712891	35.86166|104.195397	58.595272|25.013607	41.87194|12.56738	46.151241|14.995463	41.377491|64.585262	56.26392|9.501785
Amanita	SH362069.07FU	SH097652.07FU	SH048288.07FU	SH011125.07FU	37.09024|-95.712891	56.130366|-106.346771	37.09024|-95.712891	37.09024|-95.712891	4.860416|-58.93018	12.984305|-61.287228	30.375321|69.345116
Amanita	SH362070.07FU	SH097652.07FU	SH048288.07FU	SH011125.07FU	37.09024|-95.712891	37.09024|-95.712891	4.570868|-74.297333	15.870032|100.992541	3.919305|-56.027783	-4.038333|21.758664	49.214439|-2.13125
Amanita	SH362071.07FU	SH097652.07FU	SH048288.07FU	SH011125.07FU	37.09024|-95.712891	-13.133897|27.849332	56.26392|9.501785	9.30769|2.315834	13.193887|-59.543198	22.198745|113.543873	7.425554|150.550812
Amanita	SH362075.07FU	SH097652.07FU	SH048288.07FU	SH011125.07FU	37.09024|-95.712891	37.09024|-95.712891	58.595272|25.013607	37.09024|-95.712891	38.969719|59.556278	-0.228021|15.827659	-0.789275|113.921327
Amanita	SH448389.07FU	SH133626.07FU	SH074233.07FU	SH032125.07FU	23.634501|-102.552784	-30.559482|22.937506	37.09024|-95.712891	-25.274398|133.775136	7.425554|150.550812	53.41291|-8.24389	60.128161|18.643501
Amanita	SH448395.07FU	SH133673.07FU	SH074239.07FU	SH032125.07FU	23.634501|-102.552784	35.907757|127.766922	37.09024|-95.712891	56.130366|-106.346771	37.09024|-95.712891	46.227638|2.213749	12.262776|-61.604171
Amanita	SH448420.07FU	SH133640.07FU	SH074239.07FU	SH032125.07FU	23.634501|-102.552784, 36.204824|138.252924	-13.133897|27.849332	35.86166|104.195397	-25.274398|133.775136	46.151241|14.995463	26.820553|30.802498	9.945587|-9.696645
Amanita	SH448412.07FU	SH133626.07FU	SH074233.07FU	SH032125.07FU	35.86166|104.195397	36.204824|138.252924	58.595272|25.013607	35.86166|104.195397	56.130366|-106.346771	60.128161|18.643501	3.202778|73.22068
Amanita	SH448342.07FU	SH133640.07FU	SH074239.07FU	SH032125.07FU	35.907757|127.766922	35.86166|104.195397	36.204824|138.252924	36.204824|138.252924	55.169438|23.881275	4.570868|-74.297333	27.514162|90.433601
Amanita	SH448355.07FU	SH133640.07FU	SH074239.07FU	SH032125.07FU	36.204824|138.252924	37.09024|-95.712891	71.706936|-42.604303	40.463667|-3.74922	7.946527|-1.023194	31.046051|34.851612	52.132633|5.291266
Amanita	SH448367.07FU	SH133640.07FU	SH074239.07FU	SH032125.07FU	36.204824|138.252924	18.220833|-66.590149	32.427908|53.688046	36.204824|138.252924	56.130366|-106.346771	40.339852|127.510093	43.750298|7.412841
Amanita	SH448432.07FU	SH133640.07FU	SH074239.07FU	SH032125.07FU	36.204824|138.252924	58.595272|25.013607	37.09024|-95.712891	49.817492|15.472962	-1.940278|29.873888	21.00789|-10.940835	35.126413|33.429859
Amanita	SH448322.07FU	SH133655.07FU	SH074239.07FU	SH032125.07FU	37.09024|-95.712891	35.86166|104.195397	35.86166|104.195397	37.09024|-95.712891	47.162494|19.503304	41.20438|74.766098	60.128161|18.643501
Amanita	SH448358.07FU	SH133640.07FU	SH074239.07FU	SH032125.07FU	37.09024|-95.712891	37.09024|-95.712891	56.130366|-106.346771	55.378051|-3.435973	-38.416097|-63.616672	7.131474|171.184478	33.854721|35.862285
Amanita	SH448428.07FU	SH133683.07FU	SH074239.07FU	SH032125.07FU	37.09024|-95.712891	58.595272|25.013607	56.130366|-106.346771	36.204824|138.252924	23.684994|90.356331	3.933889|-53.125782	32.427908|53.688046
Amanita	SH448455.07FU	SH133626.07FU	SH074233.07FU	SH032125.07FU	37.09024|-95.712891	37.09024|-95.712891	4.860416|-58.93018	35.86166|104.195397	33.223191|43.679291	-13.254308|34.301525	8.460555|-11.779889
Amanita	SH448423.07FU	SH133681.07FU	SH074239.07FU	SH032125.07FU	4.570868|-74.297333	23.634501|-102.552784	35.907757|127.766922	37.09024|-95.712891	9.30769|2.315834	18.109581|-77.297508	-29.040835|167.954712
Amanita	SH448297.07FU	SH133626.07FU	SH074233.07FU	SH032125.07FU	56.130366|-106.346771, 35.86166|104.195397, 35.86166|104.195397, 37.09024|-95.712891, 37.09024|-95.712891, 36.204824|138.252924, 35.907757|127.766922	35.86166|104.195397	35.86166|104.195397	37.09024|-95.712891	7.131474|171.184478	11.825138|42.590275	21.694025|-71.797928
Amanita	SH448310.07FU	SH133626.07FU	SH074233.07FU	SH032125.07FU	56.130366|-106.346771, 37.09024|-95.712891, 37.09024|-95.712891, 37.09024|-95.712891, 37.09024|-95.712891	55.378051|-3.435973	15.870032|100.992541	35.86166|104.195397	-0.522778|166.931503	41.902916|12.453389	14.497401|-14.452362
Amanita	SH399501.07FU	SH113551.07FU	SH059763.07FU	SH020304.07FU	35.86166|104.195397	61.92411|25.748151	-18.766947|46.869107	56.130366|-106.346771	21.913965|95.956223	9.145|40.489673	71.706936|-42.604303
Amanita	SH399502.07FU	SH113551.07FU	SH059763.07FU	SH020304.07FU	35.86166|104.195397	35.86166|104.195397	4.860416|-58.93018	37.09024|-95.712891	-6.314993|143.95555	-16.578193|179.414413	1.650801|10.267895
Amanita	SH399505.07FU	SH113551.07FU	SH059763.07FU	SH020304.07FU	35.86166|104.195397	37.09024|-95.712891	36.204824|138.252924	37.09024|-95.712891	25.930414|50.637772	47.411631|28.369885	4.860416|-58.93018
Amanita	SH399504.07FU	SH113551.07FU	SH059763.07FU	SH020304.07FU	36.204824|138.252924	36.204824|138.252924	51.165691|10.451526	-25.274398|133.775136	-0.789275|113.921327	15.414999|-61.370976	-7.109535|177.64933
Amanita	SH399499.07FU	SH113551.07FU	SH059763.07FU	SH020304.07FU	36.204824|138.252924, 35.86166|104.195397	58.595272|25.013607	37.09024|-95.712891	-40.900557|174.885971	-4.038333|21.758664	-32.522779|-55.765835	-12.164165|96.870956
Amanita	SH318735.07FU	SH081606.07FU	SH037491.07FU	SH002835.07FU	15.870032|100.992541, 35.86166|104.195397	39.399872|-8.224454	37.09024|-95.712891	15.870032|100.992541	19.85627|102.495496	60.472024|8.468946	47.162494|19.503304
Amanita	SH318843.07FU	SH081637.07FU	SH037491.07FU	SH002835.07FU	35.86166|104.195397	58.595272|25.013607	37.09024|-95.712891	56.130366|-106.346771	55.169438|23.881275	49.465691|-2.585278	-21.115141|55.536384
Amanita	SH318809.07FU	SH081615.07FU	SH037498.07FU	SH002835.07FU	37.09024|-95.712891	35.86166|104.195397	37.09024|-95.712891	37.09024|-95.712891	15.552727|48.516388	43.915886|17.679076	9.145|40.489673
Amanita	SH318821.07FU	SH081607.07FU	SH037490.07FU	SH002835.07FU	37.09024|-95.712891	37.09024|-95.712891	15.870032|100.992541	37.09024|-95.712891	49.817492|15.472962	-18.665695|35.529562	-1.831239|-78.183406
Amanita	SH318824.07FU	SH081615.07FU	SH037498.07FU	SH002835.07FU	37.09024|-95.712891	37.09024|-95.712891	56.26392|9.501785	37.09024|-95.712891	20.593684|78.96288	43.94236|12.457777	-8.967363|-171.855881
Amanita	SH318839.07FU	SH081615.07FU	SH037498.07FU	SH002835.07FU	37.09024|-95.712891	37.09024|-95.712891	37.09024|-95.712891	56.130366|-106.346771	48.669026|19.699024	12.262776|-61.604171	61.52401|105.318756
Amanita	SH318844.07FU	SH081607.07FU	SH037490.07FU	SH002835.07FU	37.09024|-95.712891	58.595272|25.013607	37.09024|-95.712891	36.204824|138.252924	15.179384|39.782334	46.227638|2.213749	-21.236736|-159.777671
Amanita	SH407222.07FU	SH116762.07FU	SH062067.07FU	SH022147.07FU	35.86166|104.195397	58.595272|25.013607	60.128161|18.643501	36.204824|138.252924	47.166|9.555373	46.862496|103.846656	17.33083|145.38469
Amanita	SH407217.07FU	SH116762.07FU	SH062067.07FU	SH022147.07FU	36.204824|138.252924, 35.907757|127.766922, 36.204824|138.252924	35.86166|104.195397	-0.803689|11.609444	37.09024|-95.712891	-16.290154|-63.588653	-18.766947|46.869107	9.748917|-83.753428
Amanita	SH387045.07FU	SH107718.07FU	SH055464.07FU	SH016774.07FU	35.86166|104.195397	37.09024|-95.712891	39.399872|-8.224454	51.165691|10.451526	46.227638|2.213749	-0.023559|37.906193	5.152149|46.199616
Amanita	SH387061.07FU	SH107724.07FU	SH055465.07FU	SH016774.07FU	35.86166|104.195397	37.09024|-95.712891	-40.900557|174.885971	60.128161|18.643501	7.425554|150.550812	18.420695|-64.639968	47.162494|19.503304
Amanita	SH411492.07FU	SH118443.07FU	SH063274.07FU	SH023138.07FU	60.128161|18.643501	58.595272|25.013607	56.26392|9.501785	35.86166|104.195397	-35.675147|-71.542969	-11.202692|17.873887	-19.015438|29.154857
Amanita	SH411509.07FU	SH118443.07FU	SH063274.07FU	SH023138.07FU	60.128161|18.643501	35.907757|127.766922	37.09024|-95.712891	37.09024|-95.712891	-4.038333|21.758664	20.593684|78.96288	7.873054|80.771797
Amanita	SH318789.07FU	SH081613.07FU	SH037496.07FU	SH002843.07FU	35.86166|104.195397	56.130366|-106.346771	37.09024|-95.712891	37.09024|-95.712891	17.607789|8.081666	13.909444|-60.978893	7.873054|80.771797
Amanita	SH318803.07FU	SH081613.07FU	SH037496.07FU	SH002843.07FU	35.86166|104.195397	37.09024|-95.712891	56.130366|-106.346771	61.52401|105.318756	18.109581|-77.297508	46.818188|8.227512	18.420695|-64.639968
Amanita	SH318807.07FU	SH081613.07FU	SH037496.07FU	SH002843.07FU	35.86166|104.195397	7.369722|12.354722	51.165691|10.451526	35.86166|104.195397	-8.967363|-171.855881	46.818188|8.227512	14.497401|-14.452362
Amanita	SH411510.07FU	SH118437.07FU	SH063268.07FU	SH023135.07FU	60.128161|18.643501	56.130366|-106.346771	37.09024|-95.712891	55.378051|-3.435973	35.937496|14.375416	-12.8275|45.166244	-25.274398|133.775136
Amanita	SH411490.07FU	SH118448.07FU	SH063268.07FU	SH023135.07FU	71.706936|-42.604303	37.09024|-95.712891	36.204824|138.252924	4.860416|-58.93018	71.706936|-42.604303	41.153332|20.168331	7.51498|134.58252
Amanita	SH411507.07FU	SH118437.07FU	SH063268.07FU	SH023135.07FU	71.706936|-42.604303	58.595272|25.013607	37.09024|-95.712891	37.09024|-95.712891	16.742498|-62.187366	-10.447525|105.690449	10.691803|-61.222503
Amanita	SH411511.07FU	SH118437.07FU	SH063268.07FU	SH023135.07FU	71.706936|-42.604303	37.09024|-95.712891	58.595272|25.013607	-18.766947|46.869107	34.802075|38.996815	31.791702|-7.09262	-6.369028|34.888822
Amanita	SH411512.07FU	SH118437.07FU	SH063268.07FU	SH023135.07FU	71.706936|-42.604303	58.595272|25.013607	35.907757|127.766922	37.09024|-95.712891	35.86166|104.195397	-32.522779|-55.765835	7.873054|80.771797
Amanita	SH371408.07FU	SH101632.07FU	SH051104.07FU	SH013407.07FU	37.09024|-95.712891	35.86166|104.195397	-25.274398|133.775136	58.595272|25.013607	-19.015438|29.154857	41.377491|64.585262	60.472024|8.468946
Amanita	SH371410.07FU	SH101632.07FU	SH051104.07FU	SH013407.07FU	37.09024|-95.712891	35.86166|104.195397	35.86166|104.195397	37.09024|-95.712891	12.865416|-85.207229	-11.202692|17.873887	47.166|9.555373
Amanita	SH371411.07FU	SH101632.07FU	SH051104.07FU	SH013407.07FU	37.09024|-95.712891	36.204824|138.252924	15.870032|100.992541	37.09024|-95.712891	13.794185|-88.89653	42.708678|19.37439	0.18636|6.613081
Amanita	SH448344.07FU	SH133643.07FU	SH074247.07FU	SH032137.07FU	35.86166|104.195397	37.09024|-95.712891	-13.133897|27.849332	56.130366|-106.346771	9.145|40.489673	43.915886|17.679076	26.3351|17.228331
Amanita	SH448375.07FU	SH133643.07FU	SH074247.07FU	SH032137.07FU	35.86166|104.195397	58.595272|25.013607	61.92411|25.748151	56.26392|9.501785	-51.796253|-59.523613	1.373333|32.290275	38.963745|35.243322
Amanita	SH448401.07FU	SH133643.07FU	SH074247.07FU	SH032137.07FU	35.86166|104.195397	37.09024|-95.712891	61.52401|105.318756	37.09024|-95.712891	15.454166|18.732207	34.802075|38.996815	14.058324|108.277199
Amanita	SH365107.07FU	SH099001.07FU	SH049237.07FU	SH011906.07FU	37.09024|-95.712891	-25.274398|133.775136	4.860416|-58.93018	36.204824|138.252924	-0.522778|166.931503	58.595272|25.013607	-0.023559|37.906193
Amanita	SH365104.07FU	SH099001.07FU	SH049237.07FU	SH011906.07FU	37.09024|-95.712891, 56.26392|9.501785	58.595272|25.013607	36.204824|138.252924	58.595272|25.013607	22.396428|114.109497	-21.178986|-175.198242	21.913965|95.956223
Amanita	SH365109.07FU	SH099007.07FU	SH049237.07FU	SH011906.07FU	4.570868|-74.297333	37.09024|-95.712891	35.86166|104.195397	35.86166|104.195397	-29.040835|167.954712	42.708678|19.37439	-4.038333|21.758664
Amanita	SH365120.07FU	SH099014.07FU	SH049237.07FU	SH011906.07FU	51.919438|19.145136	61.52401|105.318756	56.879635|24.603189	42.733883|25.48583	-38.416097|-63.616672	24.215527|-12.885834	-30.559482|22.937506
Amanita	SH365111.07FU	SH099001.07FU	SH049237.07FU	SH011906.07FU	55.378051|-3.435973	-25.274398|133.775136	56.130366|-106.346771	-25.274398|133.775136	47.162494|19.503304	21.913965|95.956223	7.369722|12.354722
Amanita	SH365100.07FU	SH099001.07FU	SH049237.07FU	SH011906.07FU	56.130366|-106.346771, 51.919438|19.145136, 55.378051|-3.435973, 58.595272|25.013607, 51.165691|10.451526, 37.09024|-95.712891, 56.26392|9.501785, 56.130366|-106.346771, 58.595272|25.013607	35.86166|104.195397	-18.766947|46.869107	58.595272|25.013607	8.460555|-11.779889	51.919438|19.145136	18.220554|-63.068615
Amanita	SH448353.07FU	SH133637.07FU	SH074244.07FU	SH032134.07FU	37.09024|-95.712891	55.378051|-3.435973	58.595272|25.013607	4.860416|-58.93018	-6.369028|34.888822	46.862496|103.846656	8.537981|-80.782127
Amanita	SH448307.07FU	SH133637.07FU	SH074244.07FU	SH032134.07FU	37.09024|-95.712891, 37.09024|-95.712891, 37.09024|-95.712891	37.09024|-95.712891	36.204824|138.252924	37.09024|-95.712891	45.943161|24.96676	43.915886|17.679076	77.553604|23.670272
Amanita	SH448416.07FU	SH133637.07FU	SH074244.07FU	SH032134.07FU	4.570868|-74.297333	61.52401|105.318756	35.86166|104.195397	35.86166|104.195397	13.794185|-88.89653	49.817492|15.472962	5.152149|46.199616
Amanita	SH315169.07FU	SH080100.07FU	SH036443.07FU	SH002058.07FU	35.86166|104.195397	49.817492|15.472962	35.86166|104.195397	32.427908|53.688046	36.137741|-5.345374	12.862807|30.217636	30.585164|36.238414
Amanita	SH315171.07FU	SH080100.07FU	SH036443.07FU	SH002058.07FU	35.86166|104.195397	37.09024|-95.712891	37.09024|-95.712891	23.634501|-102.552784	46.818188|8.227512	7.51498|134.58252	-18.665695|35.529562
Amanita	SH315170.07FU	SH080100.07FU	SH036443.07FU	SH002058.07FU	35.86166|104.195397	58.595272|25.013607	35.86166|104.195397	37.09024|-95.712891	29.31166|47.481766	38.861034|71.276093	41.87194|12.56738
Amanita	SH448321.07FU	SH133628.07FU	SH074234.07FU	SH032126.07FU	-30.559482|22.937506	60.128161|18.643501	15.870032|100.992541	37.09024|-95.712891	42.315407|43.356892	35.907757|127.766922	15.552727|48.516388
Amanita	SH448410.07FU	SH133628.07FU	SH074234.07FU	SH032126.07FU	-30.559482|22.937506	-13.133897|27.849332	37.09024|-95.712891	35.86166|104.195397	28.033886|1.659626	31.354676|34.308825	-13.133897|27.849332
Amanita	SH448359.07FU	SH133665.07FU	SH074263.07FU	SH032126.07FU	35.907757|127.766922	37.09024|-95.712891	61.92411|25.748151	35.86166|104.195397	17.607789|8.081666	12.565679|104.990963	-51.796253|-59.523613
Amanita	SH448371.07FU	SH133628.07FU	SH074234.07FU	SH032126.07FU	35.907757|127.766922	36.204824|138.252924	35.86166|104.195397	37.09024|-95.712891	-3.373056|29.918886	1.650801|10.267895	15.179384|39.782334
Amanita	SH448298.07FU	SH133628.07FU	SH074234.07FU	SH032126.07FU	51.165691|10.451526, 55.378051|-3.435973, 61.52401|105.318756, 46.227638|2.213749, 60.128161|18.643501, 51.919438|19.145136, 58.595272|25.013607, 61.92411|25.748151, 60.128161|18.643501, 58.595272|25.013607, -30.559482|22.937506, 56.26392|9.501785, 51.919438|19.145136, 58.595272|25.013607, 49.817492|15.472962, 51.165691|10.451526	-40.900557|174.885971	58.595272|25.013607	37.09024|-95.712891	19.513469|-80.566956	18.420695|-64.639968	51.165691|10.451526
Amanita	SH448343.07FU	SH133628.07FU	SH074234.07FU	SH032126.07FU	60.128161|18.643501	37.09024|-95.712891	35.907757|127.766922	37.09024|-95.712891	11.825138|42.590275	15.783471|-90.230759	52.132633|5.291266
Amanita	SH411472.07FU	SH118440.07FU	SH063266.07FU	SH023132.07FU	41.87194|12.56738	-13.133897|27.849332	35.86166|104.195397	-0.803689|11.609444	47.516231|14.550072	28.033886|1.659626	22.396428|114.109497
Amanita	SH411486.07FU	SH118435.07FU	SH063266.07FU	SH023132.07FU	56.26392|9.501785	37.09024|-95.712891	51.165691|10.451526	-40.900557|174.885971	43.750298|7.412841	15.870032|100.992541	3.919305|-56.027783
Amanita	SH411487.07FU	SH118435.07FU	SH063266.07FU	SH023132.07FU	58.595272|25.013607	4.860416|-58.93018	35.86166|104.195397	39.399872|-8.224454	13.794185|-88.89653	61.92411|25.748151	-19.015438|29.154857
Amanita	SH411475.07FU	SH118435.07FU	SH063266.07FU	SH023132.07FU	60.128161|18.643501	56.26392|9.501785	-13.133897|27.849332	56.26392|9.501785	64.963051|-19.020835	64.963051|-19.020835	51.919438|19.145136
Amanita	SH411500.07FU	SH118435.07FU	SH063266.07FU	SH023132.07FU	60.128161|18.643501	35.86166|104.195397	37.09024|-95.712891	36.204824|138.252924	9.30769|2.315834	24.215527|-12.885834	43.750298|7.412841
